番組ID,商品ID,秒数
TVWatch.41703062529,50.0,15
TVWatch.41703062559,50.0,15
TVWatch.41703062559,114.0,15
TVWatch.41703070400,39.0,15
TVWatch.41703070400,118.0,30
TVWatch.41703070550,50.0,15
TVWatch.41703070700,50.0,15
TVWatch.41703070700,118.0,30
TVWatch.41703070700,157.0,15
TVWatch.41703070800,66.0,15
TVWatch.41703071025,42.0,30
TVWatch.41703071025,50.0,30
TVWatch.41703071025,54.0,15
TVWatch.41703071025,55.0,15
TVWatch.41703071025,118.0,30
TVWatch.41703071155,39.0,15
TVWatch.41703071155,55.0,15
TVWatch.41703071155,58.0,15
TVWatch.41703071355,58.0,15
TVWatch.41703071550,54.0,30
TVWatch.41703071550,55.0,30
TVWatch.41703071550,58.0,15
TVWatch.41703071550,118.0,30
TVWatch.41703071550,155.0,60
TVWatch.41703071550,157.0,15
TVWatch.41703071900,50.0,15
TVWatch.41703071900,80.0,15
TVWatch.41703071900,118.0,30
TVWatch.41703071900,155.0,30
TVWatch.41703072054,50.0,15
TVWatch.41703072100,157.0,15
TVWatch.41703072254,50.0,15
TVWatch.41703072254,118.0,30
TVWatch.41703072300,7.0,15
TVWatch.41703072300,54.0,15
TVWatch.41703072300,80.0,15
TVWatch.41703072300,154.0,30
TVWatch.41703072359,50.0,15
TVWatch.41703072359,54.0,15
TVWatch.41703072359,118.0,30
TVWatch.41703072529,157.0,15
TVWatch.41703072534,32.0,15
TVWatch.41703072534,55.0,15
TVWatch.41703072534,155.0,30
TVWatch.41703072604,55.0,15
TVWatch.41703072604,97.0,15
TVWatch.41703072604,114.0,15
TVWatch.41703072604,118.0,30
TVWatch.41703080400,50.0,15
TVWatch.41703080550,118.0,30
TVWatch.41703080700,39.0,30
TVWatch.41703080700,50.0,15
TVWatch.41703080800,50.0,30
TVWatch.41703080800,54.0,15
TVWatch.41703081025,42.0,30
TVWatch.41703081025,50.0,30
TVWatch.41703081025,54.0,15
TVWatch.41703081025,118.0,60
TVWatch.41703081130,58.0,15
TVWatch.41703081155,39.0,15
TVWatch.41703081155,50.0,45
TVWatch.41703081155,54.0,30
TVWatch.41703081155,97.0,15
TVWatch.41703081155,118.0,30
TVWatch.41703081355,50.0,30
TVWatch.41703081355,97.0,30
TVWatch.41703081355,118.0,60
TVWatch.41703081550,1.0,30
TVWatch.41703081550,54.0,30
TVWatch.41703081550,55.0,30
TVWatch.41703081550,58.0,15
TVWatch.41703081550,80.0,30
TVWatch.41703081550,155.0,30
TVWatch.41703081550,157.0,15
TVWatch.41703081900,58.0,15
TVWatch.41703081900,80.0,15
TVWatch.41703081900,97.0,30
TVWatch.41703082054,39.0,15
TVWatch.41703082054,154.0,30
TVWatch.41703082300,39.0,15
TVWatch.41703082300,54.0,15
TVWatch.41703082300,58.0,15
TVWatch.41703082300,118.0,30
TVWatch.41703082300,154.0,60
TVWatch.41703082359,55.0,15
TVWatch.41703082359,155.0,30
TVWatch.41703082459,157.0,15
TVWatch.41703082529,58.0,15
TVWatch.41703082529,157.0,15
TVWatch.41703082534,114.0,15
TVWatch.41703082604,58.0,15
TVWatch.41703082634,97.0,15
TVWatch.41703082634,114.0,15
TVWatch.41703090400,50.0,15
TVWatch.41703090550,55.0,15
TVWatch.41703090550,80.0,15
TVWatch.41703090700,6.0,15
TVWatch.41703090700,55.0,15
TVWatch.41703090800,7.0,15
TVWatch.41703090800,58.0,15
TVWatch.41703091025,42.0,30
TVWatch.41703091025,50.0,30
TVWatch.41703091025,58.0,15
TVWatch.41703091025,118.0,30
TVWatch.41703091025,154.0,30
TVWatch.41703091130,58.0,15
TVWatch.41703091155,39.0,15
TVWatch.41703091155,50.0,15
TVWatch.41703091155,97.0,15
TVWatch.41703091155,118.0,30
TVWatch.41703091155,157.0,15
TVWatch.41703091355,50.0,15
TVWatch.41703091355,118.0,30
TVWatch.41703091355,155.0,30
TVWatch.41703091550,50.0,15
TVWatch.41703091550,55.0,15
TVWatch.41703091550,58.0,15
TVWatch.41703091550,97.0,15
TVWatch.41703091550,118.0,30
TVWatch.41703091550,155.0,30
TVWatch.41703091956,50.0,15
TVWatch.41703092054,50.0,15
TVWatch.41703092054,55.0,15
TVWatch.41703092054,155.0,30
TVWatch.41703092100,154.0,60
TVWatch.41703092154,97.0,15
TVWatch.41703092200,155.0,30
TVWatch.41703092359,54.0,15
TVWatch.41703092359,58.0,15
TVWatch.41703092359,80.0,15
TVWatch.41703092359,157.0,15
TVWatch.41703092459,54.0,15
TVWatch.41703092459,58.0,15
TVWatch.41703092459,157.0,15
TVWatch.41703092529,58.0,15
TVWatch.41703092529,157.0,15
TVWatch.41703092534,114.0,15
TVWatch.41703092534,155.0,30
TVWatch.41703092604,39.0,15
TVWatch.41703092604,55.0,15
TVWatch.41703092604,58.0,15
TVWatch.41703092604,114.0,15
TVWatch.41703092604,118.0,30
TVWatch.41703092634,55.0,30
TVWatch.41703092634,58.0,15
TVWatch.41703092634,97.0,15
TVWatch.41703092634,114.0,15
TVWatch.41703100400,50.0,30
TVWatch.41703100550,50.0,15
TVWatch.41703100550,58.0,30
TVWatch.41703100550,80.0,15
TVWatch.41703100550,118.0,30
TVWatch.41703100550,147.0,15
TVWatch.41703100700,55.0,15
TVWatch.41703100700,83.0,30
TVWatch.41703100800,54.0,15
TVWatch.41703100800,154.0,30
TVWatch.41703100800,157.0,15
TVWatch.41703101155,54.0,15
TVWatch.41703101155,58.0,15
TVWatch.41703101155,154.0,30
TVWatch.41703101155,155.0,30
TVWatch.41703101355,54.0,15
TVWatch.41703101355,58.0,45
TVWatch.41703101355,118.0,30
TVWatch.41703101355,155.0,30
TVWatch.41703101550,1.0,30
TVWatch.41703101550,54.0,30
TVWatch.41703101550,55.0,15
TVWatch.41703101900,50.0,15
TVWatch.41703101900,83.0,30
TVWatch.41703101900,157.0,15
TVWatch.41703102054,50.0,15
TVWatch.41703102100,1.0,30
TVWatch.41703102100,50.0,30
TVWatch.41703102430,42.0,15
TVWatch.41703102430,55.0,15
TVWatch.41703102430,80.0,15
TVWatch.41703102530,39.0,15
TVWatch.41703102530,55.0,30
TVWatch.41703102530,157.0,15
TVWatch.41703102545,58.0,15
TVWatch.41703102550,32.0,15
TVWatch.41703102550,118.0,30
TVWatch.41703102620,55.0,30
TVWatch.41703102620,97.0,30
TVWatch.41703102620,114.0,15
TVWatch.41703110530,32.0,15
TVWatch.41703110530,58.0,15
TVWatch.41703111125,39.0,15
TVWatch.41703111135,39.0,15
TVWatch.41703111200,58.0,15
TVWatch.41703111200,157.0,15
TVWatch.41703111330,80.0,15
TVWatch.41703111500,58.0,15
TVWatch.41703111500,80.0,15
TVWatch.41703111500,97.0,30
TVWatch.41703111500,154.0,30
TVWatch.41703111500,155.0,30
TVWatch.41703111500,157.0,15
TVWatch.41703111800,1.0,30
TVWatch.41703111800,55.0,15
TVWatch.41703111830,97.0,15
TVWatch.41703111830,113.0,15
TVWatch.41703111900,157.0,15
TVWatch.41703111956,118.0,30
TVWatch.41703112254,58.0,15
TVWatch.41703112330,58.0,30
TVWatch.41703112330,80.0,15
TVWatch.41703112355,54.0,15
TVWatch.41703112355,55.0,15
TVWatch.41703112355,58.0,15
TVWatch.41703112355,80.0,15
TVWatch.41703112355,164.0,15
TVWatch.41703112455,32.0,15
TVWatch.41703112455,58.0,15
TVWatch.41703112530,32.0,15
TVWatch.41703112530,114.0,15
TVWatch.41703112530,155.0,30
TVWatch.41703112530,164.0,15
TVWatch.41703112630,50.0,30
TVWatch.41703112630,55.0,30
TVWatch.41703112630,58.0,15
TVWatch.41703112630,114.0,15
TVWatch.41703112630,118.0,30
TVWatch.41703120630,58.0,15
TVWatch.41703120700,97.0,15
TVWatch.41703120730,58.0,15
TVWatch.41703120730,80.0,15
TVWatch.41703120730,155.0,30
TVWatch.41703120955,55.0,15
TVWatch.41703120955,58.0,15
TVWatch.41703120955,154.0,60
TVWatch.41703121125,55.0,15
TVWatch.41703121145,54.0,15
TVWatch.41703121145,58.0,15
TVWatch.41703121315,80.0,15
TVWatch.41703121315,118.0,30
TVWatch.41703121415,39.0,15
TVWatch.41703121415,157.0,15
TVWatch.41703121540,58.0,30
TVWatch.41703121545,39.0,15
TVWatch.41703121545,58.0,15
TVWatch.41703121545,157.0,15
TVWatch.41703121700,32.0,15
TVWatch.41703121700,55.0,15
TVWatch.41703121730,154.0,30
TVWatch.41703121800,58.0,15
TVWatch.41703121958,32.0,30
TVWatch.41703122054,54.0,15
TVWatch.41703122054,58.0,15
TVWatch.41703122154,54.0,15
TVWatch.41703122154,154.0,30
TVWatch.41703122154,157.0,15
TVWatch.41703122200,10.0,15
TVWatch.41703122200,42.0,15
TVWatch.41703122200,50.0,15
TVWatch.41703122200,118.0,30
TVWatch.41703122230,7.0,15
TVWatch.41703122230,58.0,15
TVWatch.41703122230,154.0,30
TVWatch.41703122325,39.0,15
TVWatch.41703122325,58.0,15
TVWatch.41703122355,54.0,15
TVWatch.41703122355,58.0,15
TVWatch.41703122355,83.0,30
TVWatch.41703122455,39.0,15
TVWatch.41703122455,80.0,15
TVWatch.41703122540,58.0,15
TVWatch.41703122540,97.0,15
TVWatch.41703122545,97.0,15
TVWatch.41703122545,114.0,15
TVWatch.41703122545,164.0,15
TVWatch.41703130550,39.0,30
TVWatch.41703130800,39.0,15
TVWatch.41703130800,54.0,45
TVWatch.41703130800,55.0,15
TVWatch.41703130800,58.0,30
TVWatch.41703131025,42.0,15
TVWatch.41703131025,54.0,15
TVWatch.41703131025,58.0,15
TVWatch.41703131155,55.0,15
TVWatch.41703131155,58.0,15
TVWatch.41703131155,80.0,15
TVWatch.41703131155,118.0,30
TVWatch.41703131355,50.0,15
TVWatch.41703131355,58.0,30
TVWatch.41703131355,97.0,30
TVWatch.41703131550,50.0,15
TVWatch.41703131550,54.0,15
TVWatch.41703131550,55.0,45
TVWatch.41703131550,58.0,30
TVWatch.41703131550,80.0,30
TVWatch.41703131550,97.0,60
TVWatch.41703131900,7.0,15
TVWatch.41703132100,54.0,15
TVWatch.41703132100,55.0,15
TVWatch.41703132100,58.0,15
TVWatch.41703132100,83.0,30
TVWatch.41703132100,164.0,15
TVWatch.41703132254,164.0,15
TVWatch.41703132300,54.0,15
TVWatch.41703132300,164.0,15
TVWatch.41703132359,54.0,15
TVWatch.41703132359,58.0,15
TVWatch.41703132459,32.0,15
TVWatch.41703132459,39.0,15
TVWatch.41703132529,164.0,15
TVWatch.41703140400,42.0,15
TVWatch.41703140400,118.0,30
TVWatch.41703140550,39.0,30
TVWatch.41703140550,58.0,15
TVWatch.41703140800,54.0,30
TVWatch.41703140800,55.0,15
TVWatch.41703141025,42.0,15
TVWatch.41703141025,54.0,15
TVWatch.41703141025,55.0,15
TVWatch.41703141025,58.0,15
TVWatch.41703141025,80.0,15
TVWatch.41703141130,55.0,15
TVWatch.41703141155,39.0,30
TVWatch.41703141155,42.0,15
TVWatch.41703141155,54.0,15
TVWatch.41703141155,58.0,15
TVWatch.41703141355,97.0,30
TVWatch.41703141550,1.0,30
TVWatch.41703141550,54.0,15
TVWatch.41703141550,55.0,15
TVWatch.41703141550,58.0,15
TVWatch.41703141550,80.0,60
TVWatch.41703141550,97.0,45
TVWatch.41703141550,155.0,15
TVWatch.41703141956,80.0,15
TVWatch.41703141956,155.0,15
TVWatch.41703142054,42.0,15
TVWatch.41703142054,58.0,15
TVWatch.41703142054,118.0,30
TVWatch.41703142100,7.0,15
TVWatch.41703142100,83.0,15
TVWatch.41703142359,54.0,15
TVWatch.41703142534,80.0,30
TVWatch.41703142534,164.0,15
TVWatch.41703142604,32.0,15
TVWatch.41703142604,42.0,30
TVWatch.41703142604,97.0,15
TVWatch.41703142604,118.0,30
TVWatch.41703142604,155.0,15
TVWatch.41703150400,42.0,15
TVWatch.41703150400,118.0,30
TVWatch.41703150550,42.0,15
TVWatch.41703150550,58.0,15
TVWatch.41703150550,80.0,15
TVWatch.41703150700,80.0,15
TVWatch.41703150800,42.0,15
TVWatch.41703150800,58.0,30
TVWatch.41703150800,80.0,15
TVWatch.41703151025,42.0,30
TVWatch.41703151155,42.0,15
TVWatch.41703151155,58.0,15
TVWatch.41703151355,42.0,15
TVWatch.41703151355,58.0,15
TVWatch.41703151355,97.0,30
TVWatch.41703151355,155.0,15
TVWatch.41703151550,42.0,15
TVWatch.41703151550,55.0,30
TVWatch.41703151550,58.0,30
TVWatch.41703151550,80.0,45
TVWatch.41703151550,97.0,60
TVWatch.41703151550,155.0,15
TVWatch.41703151900,58.0,30
TVWatch.41703151900,164.0,15
TVWatch.41703152154,58.0,15
TVWatch.41703152200,39.0,15
TVWatch.41703152200,42.0,15
TVWatch.41703152200,118.0,30
TVWatch.41703152300,39.0,15
TVWatch.41703152359,42.0,15
TVWatch.41703152359,83.0,15
TVWatch.41703152359,155.0,15
TVWatch.41703152459,39.0,15
TVWatch.41703152459,58.0,15
TVWatch.41703152529,80.0,15
TVWatch.41703152534,97.0,15
TVWatch.41703152534,155.0,15
TVWatch.41703152534,164.0,15
TVWatch.41703152604,42.0,30
TVWatch.41703152604,58.0,15
TVWatch.41703152604,83.0,15
TVWatch.41703152604,97.0,60
TVWatch.41703152634,55.0,15
TVWatch.41703160400,42.0,15
TVWatch.41703160550,58.0,15
TVWatch.41703160700,6.0,15
TVWatch.41703160700,42.0,15
TVWatch.41703160700,118.0,30
TVWatch.41703160800,58.0,15
TVWatch.41703160800,80.0,15
TVWatch.41703160800,155.0,15
TVWatch.41703161025,58.0,15
TVWatch.41703161145,58.0,15
TVWatch.41703161155,42.0,30
TVWatch.41703161155,80.0,15
TVWatch.41703161155,118.0,30
TVWatch.41703161155,155.0,15
TVWatch.41703161355,58.0,45
TVWatch.41703161550,1.0,30
TVWatch.41703161550,42.0,15
TVWatch.41703161550,58.0,15
TVWatch.41703161550,80.0,30
TVWatch.41703161550,118.0,30
TVWatch.41703161550,155.0,15
TVWatch.41703161900,39.0,30
TVWatch.41703161900,58.0,15
TVWatch.41703161900,83.0,15
TVWatch.41703162054,55.0,15
TVWatch.41703162054,80.0,15
TVWatch.41703162300,42.0,15
TVWatch.41703162300,58.0,15
TVWatch.41703162300,80.0,15
TVWatch.41703162300,83.0,15
TVWatch.41703162359,58.0,15
TVWatch.41703162359,80.0,15
TVWatch.41703162359,97.0,30
TVWatch.41703162459,58.0,15
TVWatch.41703162459,80.0,15
TVWatch.41703162529,80.0,15
TVWatch.41703162534,80.0,45
TVWatch.41703162604,42.0,15
TVWatch.41703162604,97.0,30
TVWatch.41703162604,155.0,15
TVWatch.41703162634,42.0,30
TVWatch.41703162634,55.0,15
TVWatch.41703162634,58.0,15
TVWatch.41703170550,80.0,15
TVWatch.41703170550,83.0,15
TVWatch.41703170550,147.0,15
TVWatch.41703170700,55.0,15
TVWatch.41703170700,97.0,15
TVWatch.41703171025,58.0,15
TVWatch.41703171130,7.0,15
TVWatch.41703171145,80.0,15
TVWatch.41703171155,55.0,15
TVWatch.41703171355,42.0,30
TVWatch.41703171355,58.0,15
TVWatch.41703171355,97.0,30
TVWatch.41703171355,155.0,15
TVWatch.41703171900,55.0,15
TVWatch.41703172054,42.0,30
TVWatch.41703172100,1.0,30
TVWatch.41703172100,42.0,30
TVWatch.41703172100,164.0,15
TVWatch.41703172254,164.0,15
TVWatch.41703172330,32.0,15
TVWatch.41703172330,83.0,15
TVWatch.41703172430,80.0,30
TVWatch.41703172430,83.0,15
TVWatch.41703172530,55.0,30
TVWatch.41703172545,80.0,15
TVWatch.41703172550,97.0,15
TVWatch.41703172550,118.0,30
TVWatch.41703172620,42.0,30
TVWatch.41703172620,55.0,15
TVWatch.41703172620,58.0,15
TVWatch.41703172620,97.0,30
TVWatch.41703180530,58.0,15
TVWatch.41703180800,80.0,15
TVWatch.41703181125,97.0,15
TVWatch.41703181200,155.0,15
TVWatch.41703181330,42.0,15
TVWatch.41703181330,80.0,15
TVWatch.41703181530,58.0,15
TVWatch.41703181800,1.0,30
TVWatch.41703181830,113.0,15
TVWatch.41703181900,55.0,15
TVWatch.41703181900,118.0,30
TVWatch.41703181900,147.0,15
TVWatch.41703181900,157.0,15
TVWatch.41703182054,83.0,15
TVWatch.41703182154,58.0,15
TVWatch.41703182254,58.0,15
TVWatch.41703182254,80.0,15
TVWatch.41703182254,83.0,15
TVWatch.41703182330,80.0,15
TVWatch.41703182455,80.0,15
TVWatch.41703182525,58.0,15
TVWatch.41703182530,80.0,15
TVWatch.41703182530,155.0,15
TVWatch.41703182630,42.0,45
TVWatch.41703182630,55.0,30
TVWatch.41703182630,80.0,75
TVWatch.41703182630,118.0,30
TVWatch.41703190730,58.0,15
TVWatch.41703190730,80.0,15
TVWatch.41703190730,97.0,30
TVWatch.41703190730,155.0,15
TVWatch.41703190955,39.0,15
TVWatch.41703190955,58.0,15
TVWatch.41703191145,55.0,15
TVWatch.41703191145,58.0,15
TVWatch.41703191145,83.0,15
TVWatch.41703191145,155.0,15
TVWatch.41703191315,42.0,15
TVWatch.41703191315,80.0,15
TVWatch.41703191530,32.0,15
TVWatch.41703191700,55.0,15
TVWatch.41703191800,55.0,15
TVWatch.41703191855,83.0,15
TVWatch.41703191958,32.0,15
TVWatch.41703191958,39.0,30
TVWatch.41703191958,154.0,30
TVWatch.41703192100,58.0,15
TVWatch.41703192154,155.0,15
TVWatch.41703192200,10.0,30
TVWatch.41703192200,42.0,15
TVWatch.41703192200,50.0,15
TVWatch.41703192200,118.0,30
TVWatch.41703192230,7.0,15
TVWatch.41703192230,58.0,15
TVWatch.41703192230,80.0,15
TVWatch.41703192455,32.0,15
TVWatch.41703192455,80.0,15
TVWatch.41703192525,97.0,15
TVWatch.41703200400,1.0,15
TVWatch.41703200550,39.0,15
TVWatch.41703200550,155.0,15
TVWatch.41703200800,55.0,30
TVWatch.41703200800,58.0,15
TVWatch.41703200800,83.0,15
TVWatch.41703201025,42.0,30
TVWatch.41703201025,80.0,15
TVWatch.41703201025,155.0,15
TVWatch.41703201145,58.0,15
TVWatch.41703201155,58.0,15
TVWatch.41703201155,154.0,30
TVWatch.41703201355,42.0,15
TVWatch.41703201355,155.0,15
TVWatch.41703201550,1.0,30
TVWatch.41703201550,42.0,15
TVWatch.41703201550,55.0,30
TVWatch.41703201550,58.0,60
TVWatch.41703201550,80.0,30
TVWatch.41703201900,42.0,15
TVWatch.41703201900,83.0,15
TVWatch.41703202100,58.0,15
TVWatch.41703202100,80.0,15
TVWatch.41703202100,83.0,15
TVWatch.41703202100,155.0,15
TVWatch.41703202300,80.0,15
TVWatch.41703202359,32.0,15
TVWatch.41703202359,83.0,15
TVWatch.41703202454,58.0,15
TVWatch.41703202459,80.0,15
TVWatch.41703202529,42.0,30
TVWatch.41703210400,39.0,15
TVWatch.41703210550,39.0,15
TVWatch.41703210550,55.0,15
TVWatch.41703210550,80.0,30
TVWatch.41703210550,147.0,15
TVWatch.41703210700,80.0,15
TVWatch.41703210700,163.0,30
TVWatch.41703210800,55.0,15
TVWatch.41703211025,80.0,15
TVWatch.41703211025,118.0,30
TVWatch.41703211145,58.0,15
TVWatch.41703211155,80.0,30
TVWatch.41703211355,58.0,30
TVWatch.41703211550,1.0,15
TVWatch.41703211550,55.0,45
TVWatch.41703211550,58.0,30
TVWatch.41703211550,154.0,30
TVWatch.41703211550,163.0,60
TVWatch.41703211900,58.0,15
TVWatch.41703211900,80.0,15
TVWatch.41703211900,83.0,15
TVWatch.41703212300,55.0,15
TVWatch.41703212534,58.0,15
TVWatch.41703212534,80.0,30
TVWatch.41703212604,39.0,15
TVWatch.41703220400,32.0,15
TVWatch.41703220700,58.0,15
TVWatch.41703220700,154.0,30
TVWatch.41703220800,58.0,15
TVWatch.41703220800,118.0,30
TVWatch.41703221025,118.0,30
TVWatch.41703221155,39.0,15
TVWatch.41703221155,80.0,15
TVWatch.41703221155,154.0,30
TVWatch.41703221550,1.0,30
TVWatch.41703221550,55.0,45
TVWatch.41703221550,58.0,30
TVWatch.41703221550,80.0,30
TVWatch.41703221550,154.0,30
TVWatch.41703221900,58.0,15
TVWatch.41703221900,83.0,15
TVWatch.41703222054,39.0,15
TVWatch.41703222409,80.0,15
TVWatch.41703222509,58.0,15
TVWatch.41703222509,80.0,15
TVWatch.41703222509,163.0,30
TVWatch.41703222544,55.0,15
TVWatch.41703222544,80.0,15
TVWatch.41703222614,1.0,15
TVWatch.41703222614,58.0,15
TVWatch.41703230550,58.0,15
TVWatch.41703230700,6.0,15
TVWatch.41703230800,55.0,15
TVWatch.41703230800,163.0,30
TVWatch.41703231025,154.0,30
TVWatch.41703231130,58.0,15
TVWatch.41703231155,55.0,15
TVWatch.41703231155,58.0,15
TVWatch.41703231155,80.0,15
TVWatch.41703231355,58.0,30
TVWatch.41703231550,55.0,30
TVWatch.41703231550,58.0,15
TVWatch.41703231550,80.0,15
TVWatch.41703231550,163.0,30
TVWatch.41703231900,58.0,30
TVWatch.41703232054,83.0,15
TVWatch.41703232100,55.0,15
TVWatch.41703232100,58.0,15
TVWatch.41703232100,114.0,15
TVWatch.41703232100,163.0,30
TVWatch.41703232300,58.0,15
TVWatch.41703232300,80.0,15
TVWatch.41703232300,83.0,15
TVWatch.41703232359,58.0,15
TVWatch.41703232359,80.0,15
TVWatch.41703232459,1.0,15
TVWatch.41703232459,80.0,45
TVWatch.41703232529,80.0,15
TVWatch.41703232529,163.0,30
TVWatch.41703232534,58.0,15
TVWatch.41703232534,80.0,15
TVWatch.41703232604,118.0,30
TVWatch.41703232634,58.0,15
TVWatch.41703240550,83.0,15
TVWatch.41703240550,147.0,15
TVWatch.41703240700,55.0,15
TVWatch.41703240700,58.0,15
TVWatch.41703240800,1.0,15
TVWatch.41703240800,80.0,15
TVWatch.41703240800,163.0,15
TVWatch.41703241025,80.0,15
TVWatch.41703241155,58.0,15
TVWatch.41703241155,80.0,15
TVWatch.41703241155,119.0,30
TVWatch.41703241155,154.0,30
TVWatch.41703241355,58.0,30
TVWatch.41703241550,1.0,30
TVWatch.41703241550,55.0,45
TVWatch.41703241550,58.0,30
TVWatch.41703241550,80.0,15
TVWatch.41703241550,119.0,15
TVWatch.41703241550,163.0,30
TVWatch.41703241900,55.0,15
TVWatch.41703241900,80.0,15
TVWatch.41703242100,1.0,30
TVWatch.41703242319,39.0,15
TVWatch.41703242455,80.0,15
TVWatch.41703242600,55.0,30
TVWatch.41703242615,39.0,15
TVWatch.41703242645,58.0,15
TVWatch.41703250925,83.0,15
TVWatch.41703251125,163.0,15
TVWatch.41703251135,80.0,15
TVWatch.41703251200,80.0,15
TVWatch.41703251200,83.0,15
TVWatch.41703251400,32.0,15
TVWatch.41703251400,80.0,30
TVWatch.41703251700,1.0,15
TVWatch.41703251700,80.0,15
TVWatch.41703251700,163.0,15
TVWatch.41703251800,1.0,30
TVWatch.41703251830,113.0,15
TVWatch.41703251900,55.0,15
TVWatch.41703251900,163.0,15
TVWatch.41703252054,80.0,15
TVWatch.41703252054,163.0,15
TVWatch.41703252100,32.0,15
TVWatch.41703252100,55.0,15
TVWatch.41703252100,83.0,15
TVWatch.41703252330,1.0,15
TVWatch.41703252330,80.0,15
TVWatch.41703252330,119.0,15
TVWatch.41703252355,55.0,15
TVWatch.41703252355,163.0,15
TVWatch.41703252355,164.0,15
TVWatch.41703252455,163.0,15
TVWatch.41703252525,163.0,15
TVWatch.41703252525,164.0,15
TVWatch.41703252530,32.0,15
TVWatch.41703252530,55.0,15
TVWatch.41703252530,80.0,15
TVWatch.41703252530,164.0,15
TVWatch.41703260600,80.0,15
TVWatch.41703260730,80.0,15
TVWatch.41703260730,83.0,15
TVWatch.41703260955,83.0,15
TVWatch.41703261125,80.0,15
TVWatch.41703261130,80.0,15
TVWatch.41703261130,163.0,15
TVWatch.41703261500,1.0,15
TVWatch.41703261500,163.0,30
TVWatch.41703261655,55.0,15
TVWatch.41703261700,55.0,15
TVWatch.41703261725,55.0,15
TVWatch.41703261800,80.0,15
TVWatch.41703261800,83.0,15
TVWatch.41703261855,83.0,15
TVWatch.41703261900,33.0,30
TVWatch.41703261900,114.0,15
TVWatch.41703261900,181.0,30
TVWatch.41703262100,163.0,15
TVWatch.41703262200,10.0,30
TVWatch.41703262200,42.0,15
TVWatch.41703262200,50.0,30
TVWatch.41703262200,118.0,30
TVWatch.41703262425,80.0,30
TVWatch.41703262425,163.0,15
TVWatch.41703262525,32.0,15
TVWatch.41703262525,80.0,15
TVWatch.41703262555,80.0,15
TVWatch.41703262555,164.0,15
TVWatch.41703262615,55.0,15
TVWatch.41703270550,1.0,15
TVWatch.41703270550,163.0,15
TVWatch.41703270800,32.0,15
TVWatch.41703270800,39.0,15
TVWatch.41703270800,119.0,15
TVWatch.41703271025,55.0,15
TVWatch.41703271025,119.0,15
TVWatch.41703271550,55.0,45
TVWatch.41703271550,163.0,15
TVWatch.41703271900,7.0,15
TVWatch.41703271900,32.0,15
TVWatch.41703271900,119.0,15
TVWatch.41703271900,163.0,15
TVWatch.41703272254,55.0,15
TVWatch.41703272254,164.0,30
TVWatch.41703272300,119.0,15
TVWatch.41703272300,164.0,15
TVWatch.41703272359,55.0,15
TVWatch.41703272359,119.0,15
TVWatch.41703272459,80.0,30
TVWatch.41703272459,119.0,15
TVWatch.41703272529,119.0,15
TVWatch.41703272529,163.0,15
TVWatch.41703272529,164.0,15
TVWatch.41703272559,1.0,15
TVWatch.41703272559,55.0,15
TVWatch.41703280400,1.0,15
TVWatch.41703280550,147.0,15
TVWatch.41703280550,163.0,15
TVWatch.41703280800,55.0,30
TVWatch.41703280800,119.0,30
TVWatch.41703281145,55.0,15
TVWatch.41703281155,119.0,15
TVWatch.41703281550,1.0,30
TVWatch.41703281550,55.0,30
TVWatch.41703281550,80.0,15
TVWatch.41703281550,163.0,30
TVWatch.41703281900,55.0,15
TVWatch.41703281900,119.0,15
TVWatch.41703282054,55.0,15
TVWatch.41703282054,163.0,15
TVWatch.41703282100,7.0,15
TVWatch.41703282100,163.0,15
TVWatch.41703282100,165.0,15
TVWatch.41703282300,80.0,15
TVWatch.41703282300,114.0,15
TVWatch.41703282359,39.0,15
TVWatch.41703282359,119.0,15
TVWatch.41703282529,119.0,15
TVWatch.41703282529,163.0,15
TVWatch.41703282529,164.0,15
TVWatch.41703282534,164.0,15
TVWatch.41703290400,39.0,15
TVWatch.41703290700,165.0,15
TVWatch.41703290800,1.0,15
TVWatch.41703290800,119.0,30
TVWatch.41703291025,119.0,15
TVWatch.41703291155,5.0,30
TVWatch.41703291155,119.0,30
TVWatch.41703291155,165.0,15
TVWatch.41703291355,119.0,30
TVWatch.41703291550,55.0,30
TVWatch.41703291550,119.0,30
TVWatch.41703291550,163.0,30
TVWatch.41703291900,165.0,15
TVWatch.41703292100,165.0,15
TVWatch.41703292254,39.0,30
TVWatch.41703292359,55.0,15
TVWatch.41703292359,163.0,15
TVWatch.41703292459,55.0,15
TVWatch.41703292459,80.0,30
TVWatch.41703292529,163.0,15
TVWatch.41703292534,119.0,15
TVWatch.41703292604,55.0,30
TVWatch.41703300400,39.0,15
TVWatch.41703300700,6.0,15
TVWatch.41703300800,55.0,15
TVWatch.41703300800,119.0,15
TVWatch.41703300800,165.0,15
TVWatch.41703301025,119.0,30
TVWatch.41703301155,163.0,15
TVWatch.41703301155,165.0,15
TVWatch.41703301355,1.0,15
TVWatch.41703301550,1.0,30
TVWatch.41703301550,55.0,60
TVWatch.41703301550,119.0,30
TVWatch.41703301550,163.0,30
TVWatch.41703302054,55.0,15
TVWatch.41703302100,39.0,15
TVWatch.41703302100,114.0,15
TVWatch.41703302100,165.0,30
TVWatch.41703302300,114.0,15
TVWatch.41703302300,119.0,15
TVWatch.41703302300,165.0,15
TVWatch.41703302359,119.0,15
TVWatch.41703302359,163.0,15
TVWatch.41703302454,119.0,15
